Date,Type,Category,Amount,Account,Month
2024-10-12,Expense,Utilities,4792,Bank,Oct-2024
2024-11-13,Expense,Transport,14477,Wallet,Nov-2024
2024-08-22,Investment,Stocks,37792,Credit Card,Aug-2024
2024-08-25,Expense,Utilities,3678,Bank,Aug-2024
2024-01-31,Investment,FD,17114,Bank,Jan-2024
2024-05-29,Income,Interest,54822,UPI,May-2024
2024-12-20,Expense,Entertainment,17144,Credit Card,Dec-2024
2024-03-27,Investment,Gold,5188,Wallet,Mar-2024
2024-04-20,Expense,Groceries,5324,UPI,Apr-2024
2024-01-16,Expense,Rent,8623,Bank,Jan-2024
2024-07-22,Expense,Groceries,18382,Credit Card,Jul-2024
2024-01-28,Expense,Utilities,1948,Credit Card,Jan-2024
2024-07-18,Income,Interest,64636,Bank,Jul-2024
2024-07-10,Expense,Utilities,9384,Bank,Jul-2024
2024-01-19,Expense,Rent,17529,UPI,Jan-2024
2024-03-03,Investment,FD,25886,Credit Card,Mar-2024
2024-01-19,Expense,Transport,18740,Wallet,Jan-2024
2024-06-03,Investment,Stocks,11299,UPI,Jun-2024
2024-12-27,Expense,Groceries,1903,Credit Card,Dec-2024
2024-08-30,Investment,Mutual Funds,3478,Credit Card,Aug-2024
2024-06-18,Expense,Shopping,8622,Credit Card,Jun-2024
2024-12-03,Income,Salary,29520,Wallet,Dec-2024
2024-01-23,Income,Salary,31743,Bank,Jan-2024
2024-09-05,Expense,Utilities,19042,UPI,Sep-2024
2024-07-24,Expense,Dining,10245,Wallet,Jul-2024
2024-05-28,Income,Interest,78619,Credit Card,May-2024
2024-01-08,Expense,Rent,13737,Bank,Jan-2024
2024-04-19,Expense,Utilities,5338,Wallet,Apr-2024
2024-10-22,Expense,Entertainment,11886,Credit Card,Oct-2024
2024-01-21,Income,Interest,8033,Bank,Jan-2024
2024-02-05,Income,Interest,57065,Bank,Feb-2024
2024-04-10,Expense,Entertainment,9713,Credit Card,Apr-2024
2024-08-18,Expense,Rent,8152,Credit Card,Aug-2024
2024-12-31,Expense,Groceries,14069,Wallet,Dec-2024
2024-05-29,Expense,Groceries,4384,Credit Card,May-2024
2024-12-29,Expense,Utilities,3193,Credit Card,Dec-2024
2024-07-28,Income,Interest,58977,Wallet,Jul-2024
2024-01-14,Expense,Transport,14995,Credit Card,Jan-2024
2024-07-08,Expense,Dining,12477,UPI,Jul-2024
2024-11-10,Expense,Groceries,12703,Bank,Nov-2024
2024-09-28,Expense,Groceries,18387,Bank,Sep-2024
2024-04-30,Income,Salary,21403,Wallet,Apr-2024
2024-04-30,Investment,FD,8539,Bank,Apr-2024
2024-08-11,Income,Freelance,98669,Bank,Aug-2024
2024-11-20,Expense,Transport,13382,UPI,Nov-2024
2024-11-15,Investment,Mutual Funds,37947,Bank,Nov-2024
2024-02-05,Expense,Shopping,5145,Bank,Feb-2024
2024-02-07,Income,Freelance,14445,Wallet,Feb-2024
2024-07-17,Income,Freelance,72356,UPI,Jul-2024
2024-08-31,Investment,Mutual Funds,35381,Wallet,Aug-2024
2024-02-15,Expense,Entertainment,8851,Wallet,Feb-2024
2024-06-21,Expense,Dining,3426,Bank,Jun-2024
2024-12-14,Income,Freelance,72592,UPI,Dec-2024
2024-05-16,Expense,Utilities,4745,Credit Card,May-2024
2024-09-03,Expense,Groceries,19015,Credit Card,Sep-2024
2024-11-01,Investment,Mutual Funds,4607,Credit Card,Nov-2024
2024-04-02,Investment,Stocks,18881,Wallet,Apr-2024
2024-06-05,Investment,Stocks,12293,UPI,Jun-2024
2024-01-30,Expense,Utilities,12936,Bank,Jan-2024
2024-07-01,Expense,Transport,19153,Bank,Jul-2024
2024-02-24,Income,Freelance,66841,Bank,Feb-2024
2024-08-06,Expense,Dining,12136,Credit Card,Aug-2024
2024-08-27,Expense,Transport,11797,Credit Card,Aug-2024
2024-01-02,Expense,Dining,13305,Wallet,Jan-2024
2024-08-06,Expense,Groceries,15690,Wallet,Aug-2024
2024-01-29,Expense,Groceries,11455,Credit Card,Jan-2024
2024-06-17,Expense,Entertainment,16406,UPI,Jun-2024
2024-10-29,Investment,FD,14299,Bank,Oct-2024
2024-10-11,Expense,Rent,3390,Wallet,Oct-2024
2024-04-06,Expense,Transport,17645,UPI,Apr-2024
2024-04-22,Investment,Stocks,29117,Wallet,Apr-2024
2024-06-03,Expense,Rent,17186,Credit Card,Jun-2024
2024-08-23,Expense,Utilities,3885,Bank,Aug-2024
2024-04-25,Expense,Dining,2935,UPI,Apr-2024
2024-03-06,Expense,Rent,16886,Wallet,Mar-2024
2024-07-15,Investment,Mutual Funds,32836,UPI,Jul-2024
2024-12-18,Income,Salary,73888,Credit Card,Dec-2024
2024-04-14,Expense,Utilities,9146,UPI,Apr-2024
2024-12-19,Income,Freelance,29426,UPI,Dec-2024
2024-01-07,Expense,Rent,7637,Wallet,Jan-2024
2024-11-01,Income,Salary,13802,Wallet,Nov-2024
2024-04-19,Investment,FD,34369,Bank,Apr-2024
2024-01-29,Expense,Transport,5038,Wallet,Jan-2024
2024-10-25,Investment,FD,4107,Bank,Oct-2024
2024-01-01,Expense,Rent,4007,Credit Card,Jan-2024
2024-04-22,Expense,Entertainment,10861,Wallet,Apr-2024
2024-12-24,Expense,Rent,9239,Bank,Dec-2024
2024-10-27,Income,Interest,15714,Wallet,Oct-2024
2024-10-18,Income,Interest,8210,Bank,Oct-2024
2024-01-23,Expense,Utilities,1268,Credit Card,Jan-2024
2024-03-10,Expense,Transport,16190,Credit Card,Mar-2024
2024-09-16,Expense,Transport,16636,Wallet,Sep-2024
2024-08-03,Income,Interest,11587,UPI,Aug-2024
2024-01-27,Investment,Gold,34128,UPI,Jan-2024
2024-11-20,Expense,Shopping,10079,Wallet,Nov-2024
2024-04-07,Expense,Utilities,11998,Credit Card,Apr-2024
2024-07-29,Expense,Transport,1657,Credit Card,Jul-2024
2024-06-14,Expense,Entertainment,1720,UPI,Jun-2024
2024-03-05,Expense,Rent,4685,UPI,Mar-2024
2024-11-02,Expense,Entertainment,2044,Credit Card,Nov-2024
2024-01-20,Expense,Utilities,14511,UPI,Jan-2024
2024-10-24,Investment,FD,45514,UPI,Oct-2024
2024-03-22,Investment,FD,5409,Credit Card,Mar-2024
2024-08-11,Income,Freelance,62748,Credit Card,Aug-2024
2024-07-08,Investment,Gold,10057,Wallet,Jul-2024
2024-01-17,Expense,Dining,10209,UPI,Jan-2024
2024-09-27,Expense,Entertainment,14325,Credit Card,Sep-2024
2024-04-10,Expense,Dining,14917,Bank,Apr-2024
2024-09-26,Expense,Transport,1424,Wallet,Sep-2024
2024-05-28,Expense,Utilities,1747,Wallet,May-2024
2024-04-08,Expense,Dining,15092,Bank,Apr-2024
2024-03-17,Income,Interest,60562,UPI,Mar-2024
2024-11-14,Expense,Dining,1168,UPI,Nov-2024
2024-06-11,Expense,Entertainment,16704,Wallet,Jun-2024
2024-04-13,Expense,Shopping,17179,UPI,Apr-2024
2024-11-22,Expense,Transport,15128,Bank,Nov-2024
2024-04-07,Income,Bonus,78194,Wallet,Apr-2024
2024-08-07,Investment,Gold,26467,Credit Card,Aug-2024
2024-06-17,Expense,Transport,15275,Bank,Jun-2024
2024-06-09,Expense,Rent,12706,Credit Card,Jun-2024
2024-06-09,Investment,Stocks,45884,Bank,Jun-2024
2024-11-05,Investment,Gold,26616,Wallet,Nov-2024
2024-01-17,Expense,Dining,12025,Credit Card,Jan-2024
2024-02-11,Investment,Gold,20343,UPI,Feb-2024
2024-08-22,Expense,Utilities,7703,Wallet,Aug-2024
2024-10-31,Investment,FD,8012,Wallet,Oct-2024
2024-02-06,Income,Freelance,56425,Credit Card,Feb-2024
2024-04-21,Investment,FD,1334,Wallet,Apr-2024
2024-06-29,Expense,Transport,7671,Wallet,Jun-2024
2024-06-10,Income,Freelance,25193,UPI,Jun-2024
2024-01-22,Income,Freelance,47034,UPI,Jan-2024
2024-04-04,Investment,Mutual Funds,15565,Wallet,Apr-2024
2024-06-02,Investment,Gold,38732,UPI,Jun-2024
2024-09-01,Expense,Rent,15096,Bank,Sep-2024
2024-06-06,Investment,Stocks,27016,Wallet,Jun-2024
2024-05-23,Investment,Mutual Funds,9402,UPI,May-2024
2024-04-03,Income,Freelance,28019,UPI,Apr-2024
2024-05-07,Expense,Rent,14622,Bank,May-2024
2024-07-09,Expense,Shopping,17466,Credit Card,Jul-2024
2024-04-13,Expense,Shopping,5285,Credit Card,Apr-2024
2024-01-09,Investment,Stocks,24081,Credit Card,Jan-2024
2024-11-25,Expense,Rent,11601,UPI,Nov-2024
2024-09-02,Investment,Gold,4291,Bank,Sep-2024
2024-05-09,Expense,Entertainment,4382,UPI,May-2024
2024-01-01,Income,Salary,62836,Credit Card,Jan-2024
2024-11-30,Investment,Mutual Funds,21921,Credit Card,Nov-2024
2024-08-09,Expense,Shopping,14351,Credit Card,Aug-2024
2024-03-01,Expense,Dining,10258,Bank,Mar-2024
2024-12-20,Investment,Mutual Funds,27439,Credit Card,Dec-2024
2024-04-22,Investment,Mutual Funds,42171,UPI,Apr-2024
2024-06-28,Investment,FD,30622,Wallet,Jun-2024
2024-12-01,Expense,Rent,10835,Credit Card,Dec-2024
2024-03-26,Expense,Groceries,18689,Credit Card,Mar-2024
2024-01-28,Expense,Rent,12269,Credit Card,Jan-2024
2024-04-17,Expense,Transport,12764,UPI,Apr-2024
2024-01-14,Expense,Utilities,3653,Bank,Jan-2024
2024-08-01,Expense,Utilities,6594,Credit Card,Aug-2024
2024-11-10,Expense,Transport,18369,Bank,Nov-2024
2024-04-16,Expense,Entertainment,543,Wallet,Apr-2024
2024-04-03,Expense,Groceries,9100,UPI,Apr-2024
2024-04-03,Expense,Groceries,17992,Credit Card,Apr-2024
2024-05-29,Expense,Entertainment,299,Credit Card,May-2024
2024-12-15,Expense,Transport,8316,Credit Card,Dec-2024
2024-08-09,Expense,Transport,12787,Credit Card,Aug-2024
2024-10-25,Expense,Rent,11917,Credit Card,Oct-2024
2024-10-02,Expense,Utilities,8558,Bank,Oct-2024
2024-10-05,Expense,Shopping,7172,Bank,Oct-2024
2024-12-12,Income,Salary,12068,Bank,Dec-2024
2024-02-07,Investment,FD,2648,Credit Card,Feb-2024
2024-11-04,Income,Freelance,55592,Credit Card,Nov-2024
2024-09-25,Expense,Shopping,17959,Credit Card,Sep-2024
2024-01-25,Expense,Rent,3898,UPI,Jan-2024
2024-08-07,Expense,Groceries,6584,Bank,Aug-2024
2024-06-19,Expense,Rent,8465,Wallet,Jun-2024
2024-05-06,Expense,Utilities,1568,Bank,May-2024
2024-10-24,Expense,Transport,922,Wallet,Oct-2024
2024-12-29,Expense,Rent,17379,UPI,Dec-2024
2024-04-04,Income,Freelance,95888,Wallet,Apr-2024
2024-10-16,Income,Freelance,73743,UPI,Oct-2024
2024-11-11,Income,Salary,26504,Credit Card,Nov-2024
2024-09-13,Expense,Dining,347,Wallet,Sep-2024
2024-03-26,Income,Bonus,95133,Bank,Mar-2024
2024-10-10,Expense,Rent,6509,Bank,Oct-2024
2024-07-07,Expense,Groceries,9092,Credit Card,Jul-2024
2024-01-28,Expense,Entertainment,7264,Wallet,Jan-2024
2024-10-17,Expense,Shopping,3316,UPI,Oct-2024
2024-07-14,Expense,Groceries,1148,UPI,Jul-2024
2024-05-11,Expense,Groceries,15764,Bank,May-2024
2024-01-26,Expense,Entertainment,1204,Bank,Jan-2024
2024-04-11,Expense,Shopping,18229,Wallet,Apr-2024
2024-04-08,Investment,Mutual Funds,1320,Bank,Apr-2024
2024-07-18,Expense,Entertainment,8226,UPI,Jul-2024
2024-04-17,Expense,Entertainment,4780,UPI,Apr-2024
2024-06-05,Investment,FD,13581,Credit Card,Jun-2024
2024-12-02,Expense,Shopping,15072,Credit Card,Dec-2024
2024-08-22,Expense,Entertainment,10103,Wallet,Aug-2024
2024-05-11,Investment,Mutual Funds,38137,Wallet,May-2024
2024-05-26,Investment,FD,48075,Credit Card,May-2024
2024-07-02,Expense,Dining,14930,Bank,Jul-2024
2024-05-29,Expense,Transport,2760,Bank,May-2024
2024-08-14,Expense,Entertainment,1180,Credit Card,Aug-2024
2024-01-21,Expense,Dining,2753,Bank,Jan-2024
2024-05-05,Investment,Gold,25829,Credit Card,May-2024
2024-03-21,Expense,Entertainment,11057,Wallet,Mar-2024
2024-03-30,Expense,Entertainment,5928,Bank,Mar-2024
2024-04-28,Expense,Dining,10632,Wallet,Apr-2024
2024-06-23,Expense,Shopping,17735,Credit Card,Jun-2024
2024-02-04,Expense,Transport,13753,UPI,Feb-2024
2024-05-11,Expense,Dining,8025,UPI,May-2024
2024-06-14,Investment,Stocks,2019,Wallet,Jun-2024
2024-08-03,Expense,Dining,6045,UPI,Aug-2024
2024-10-02,Expense,Transport,12139,UPI,Oct-2024
2024-06-26,Expense,Transport,5928,Credit Card,Jun-2024
2024-04-25,Expense,Utilities,18237,Credit Card,Apr-2024
2024-06-21,Expense,Rent,15529,Credit Card,Jun-2024
2024-07-27,Expense,Dining,16506,Bank,Jul-2024
2024-04-04,Expense,Groceries,3006,Wallet,Apr-2024
2024-02-24,Income,Bonus,64377,UPI,Feb-2024
2024-03-17,Income,Bonus,48949,Bank,Mar-2024
2024-04-27,Expense,Groceries,5347,Bank,Apr-2024
2024-12-17,Expense,Dining,12197,Wallet,Dec-2024
2024-07-20,Expense,Transport,10083,Bank,Jul-2024
2024-07-05,Expense,Rent,3168,Wallet,Jul-2024
2024-03-26,Investment,Gold,19969,UPI,Mar-2024
2024-06-10,Expense,Entertainment,4100,Credit Card,Jun-2024
2024-05-15,Income,Freelance,45097,UPI,May-2024
2024-10-28,Expense,Rent,9428,UPI,Oct-2024
2024-04-09,Expense,Transport,3153,Credit Card,Apr-2024
2024-05-25,Investment,Gold,7215,Credit Card,May-2024
2024-05-18,Expense,Shopping,9212,Wallet,May-2024
2024-02-13,Expense,Dining,8204,Wallet,Feb-2024
2024-04-29,Income,Freelance,13670,UPI,Apr-2024
2024-07-27,Expense,Entertainment,4073,Bank,Jul-2024
2024-06-23,Investment,FD,30434,UPI,Jun-2024
2024-04-28,Expense,Dining,16736,UPI,Apr-2024
2024-05-23,Expense,Utilities,5242,Wallet,May-2024
2024-09-04,Expense,Groceries,17876,UPI,Sep-2024
2024-07-02,Expense,Entertainment,4319,Credit Card,Jul-2024
2024-01-23,Expense,Utilities,19610,Bank,Jan-2024
2024-02-22,Investment,FD,43078,Wallet,Feb-2024
2024-03-18,Expense,Entertainment,14396,Credit Card,Mar-2024
2024-04-28,Income,Freelance,96418,Wallet,Apr-2024
2024-05-02,Income,Freelance,92877,Credit Card,May-2024
2024-05-02,Expense,Utilities,17257,Wallet,May-2024
2024-06-04,Expense,Transport,2646,UPI,Jun-2024
2024-12-08,Expense,Rent,3829,Wallet,Dec-2024
2024-05-25,Expense,Entertainment,17258,UPI,May-2024
2024-06-19,Investment,Stocks,23457,Credit Card,Jun-2024
2024-05-22,Expense,Rent,11246,UPI,May-2024
2024-12-23,Expense,Transport,7779,Wallet,Dec-2024
2024-09-23,Expense,Transport,11678,UPI,Sep-2024
2024-03-28,Income,Bonus,95044,Credit Card,Mar-2024
2024-12-29,Investment,FD,48010,Credit Card,Dec-2024
2024-05-08,Expense,Utilities,16703,UPI,May-2024
2024-03-06,Investment,Mutual Funds,34564,Credit Card,Mar-2024
2024-05-06,Expense,Entertainment,15131,UPI,May-2024
2024-11-02,Expense,Rent,14580,Bank,Nov-2024
2024-11-04,Income,Salary,36875,Bank,Nov-2024
2024-10-07,Expense,Rent,9837,Bank,Oct-2024
2024-06-16,Expense,Rent,17944,Wallet,Jun-2024
2024-01-31,Expense,Entertainment,17145,UPI,Jan-2024
2024-09-18,Expense,Entertainment,17672,Credit Card,Sep-2024
2024-01-08,Expense,Shopping,3557,Credit Card,Jan-2024
2024-06-18,Expense,Dining,2822,Bank,Jun-2024
2024-12-07,Income,Freelance,27335,Credit Card,Dec-2024
2024-09-11,Income,Freelance,74676,Wallet,Sep-2024
2024-03-12,Investment,Gold,13855,UPI,Mar-2024
2024-03-25,Income,Interest,86347,Bank,Mar-2024
2024-02-01,Expense,Rent,11564,Wallet,Feb-2024
2024-11-19,Income,Salary,35805,Wallet,Nov-2024
2024-11-20,Expense,Groceries,13234,Bank,Nov-2024
2024-03-18,Expense,Transport,11354,Wallet,Mar-2024
2024-07-29,Income,Freelance,74886,Wallet,Jul-2024
2024-11-16,Expense,Dining,19153,Wallet,Nov-2024
2024-08-10,Investment,Stocks,36604,Credit Card,Aug-2024
2024-04-28,Investment,Mutual Funds,48309,Wallet,Apr-2024
2024-04-13,Income,Interest,91925,Credit Card,Apr-2024
2024-05-29,Expense,Entertainment,1518,UPI,May-2024
2024-05-10,Expense,Utilities,14898,Credit Card,May-2024
2024-09-19,Investment,Stocks,10944,Credit Card,Sep-2024
2024-05-30,Investment,Stocks,16515,UPI,May-2024
2024-07-23,Expense,Utilities,1624,Bank,Jul-2024
2024-08-28,Investment,Gold,8134,Credit Card,Aug-2024
2024-09-25,Expense,Shopping,10269,UPI,Sep-2024
2024-02-27,Investment,Mutual Funds,13799,Wallet,Feb-2024
2024-07-26,Income,Bonus,41822,Credit Card,Jul-2024
2024-04-09,Investment,Mutual Funds,15679,Wallet,Apr-2024
2024-12-31,Expense,Transport,15700,Bank,Dec-2024
2024-04-26,Expense,Dining,14146,Bank,Apr-2024
2024-01-10,Expense,Transport,15741,Wallet,Jan-2024
2024-08-10,Expense,Utilities,3969,Bank,Aug-2024
2024-11-12,Expense,Groceries,3808,Bank,Nov-2024
2024-11-18,Expense,Dining,2518,Credit Card,Nov-2024
2024-04-12,Expense,Entertainment,4773,Wallet,Apr-2024
2024-04-06,Income,Interest,43040,Bank,Apr-2024
2024-09-18,Expense,Entertainment,17139,Credit Card,Sep-2024
2024-04-01,Expense,Shopping,12635,Bank,Apr-2024
2024-11-18,Expense,Entertainment,4531,Wallet,Nov-2024
2024-03-08,Investment,Mutual Funds,1838,Wallet,Mar-2024
2024-05-01,Investment,Gold,32215,UPI,May-2024
2024-04-24,Expense,Shopping,5450,Credit Card,Apr-2024
2024-06-10,Investment,Gold,33582,Bank,Jun-2024
2024-10-28,Expense,Transport,8645,UPI,Oct-2024
2024-11-22,Expense,Rent,8408,UPI,Nov-2024
2024-04-16,Investment,Gold,27141,UPI,Apr-2024
2024-10-11,Investment,Gold,11877,UPI,Oct-2024
2024-11-21,Expense,Transport,3005,UPI,Nov-2024
2024-01-21,Expense,Transport,9282,Credit Card,Jan-2024
2024-02-05,Expense,Transport,2353,UPI,Feb-2024
2024-11-07,Expense,Groceries,3458,UPI,Nov-2024
2024-02-17,Investment,Stocks,49269,Bank,Feb-2024
2024-12-12,Expense,Shopping,5160,Bank,Dec-2024
2024-08-10,Expense,Entertainment,17026,Wallet,Aug-2024
2024-05-15,Expense,Rent,11274,Credit Card,May-2024
2024-06-03,Expense,Entertainment,6654,Credit Card,Jun-2024
2024-09-15,Expense,Shopping,7852,UPI,Sep-2024
2024-03-05,Expense,Groceries,5208,Credit Card,Mar-2024
2024-05-12,Income,Bonus,69365,Wallet,May-2024
2024-08-16,Expense,Entertainment,12749,Wallet,Aug-2024
2024-10-29,Investment,Gold,2430,Bank,Oct-2024
2024-10-03,Expense,Dining,17594,Credit Card,Oct-2024
2024-06-01,Income,Bonus,45148,Credit Card,Jun-2024
2024-08-05,Expense,Groceries,787,Wallet,Aug-2024
2024-07-15,Expense,Dining,19695,Wallet,Jul-2024
2024-03-12,Expense,Groceries,14382,Credit Card,Mar-2024
2024-05-22,Income,Salary,98481,UPI,May-2024
2024-06-28,Expense,Shopping,18136,UPI,Jun-2024
2024-06-29,Income,Bonus,40221,Wallet,Jun-2024
2024-06-21,Expense,Transport,16896,UPI,Jun-2024
2024-10-06,Expense,Utilities,8585,Credit Card,Oct-2024
2024-11-17,Expense,Rent,2314,Credit Card,Nov-2024
2024-02-07,Income,Salary,7083,Bank,Feb-2024
2024-03-04,Investment,Mutual Funds,31188,Wallet,Mar-2024
2024-12-28,Expense,Dining,18194,Wallet,Dec-2024
2024-08-20,Investment,FD,28464,Bank,Aug-2024
2024-03-05,Expense,Utilities,15546,Credit Card,Mar-2024
2024-04-18,Expense,Entertainment,10778,Wallet,Apr-2024
2024-03-08,Expense,Rent,14366,Bank,Mar-2024
2024-04-23,Expense,Dining,19711,Credit Card,Apr-2024
2024-04-23,Income,Bonus,70631,Bank,Apr-2024
2024-01-20,Expense,Utilities,19523,UPI,Jan-2024
2024-05-24,Income,Freelance,81442,UPI,May-2024
2024-10-06,Expense,Utilities,17989,Wallet,Oct-2024
2024-07-13,Investment,FD,41343,Wallet,Jul-2024
2024-08-21,Expense,Rent,13120,Wallet,Aug-2024
2024-03-11,Expense,Transport,8809,Credit Card,Mar-2024
2024-09-08,Expense,Entertainment,329,Wallet,Sep-2024
2024-02-15,Expense,Transport,14286,Wallet,Feb-2024
2024-05-29,Expense,Shopping,11431,Wallet,May-2024
2024-01-01,Expense,Rent,6728,UPI,Jan-2024
2024-12-21,Expense,Rent,7548,Credit Card,Dec-2024
2024-03-10,Expense,Shopping,1064,UPI,Mar-2024
2024-09-14,Expense,Transport,2634,Credit Card,Sep-2024
2024-11-06,Investment,Gold,15778,UPI,Nov-2024
2024-09-30,Income,Freelance,19412,Wallet,Sep-2024
2024-01-28,Investment,Gold,25400,UPI,Jan-2024
2024-06-07,Income,Salary,97313,UPI,Jun-2024
2024-04-28,Investment,Stocks,24026,Bank,Apr-2024
2024-12-24,Expense,Groceries,15152,Bank,Dec-2024
2024-06-02,Expense,Groceries,19403,Credit Card,Jun-2024
2024-08-20,Expense,Groceries,357,Bank,Aug-2024
2024-03-04,Expense,Groceries,9303,UPI,Mar-2024
2024-11-14,Expense,Shopping,13096,UPI,Nov-2024
2024-06-28,Income,Salary,40728,Credit Card,Jun-2024
2024-07-18,Expense,Shopping,13707,Bank,Jul-2024
2024-02-03,Expense,Dining,6042,Bank,Feb-2024
2024-08-05,Expense,Groceries,6443,Bank,Aug-2024
2024-04-23,Expense,Transport,18760,Bank,Apr-2024
2024-02-02,Investment,Mutual Funds,7647,Wallet,Feb-2024
2024-06-12,Expense,Dining,3719,Credit Card,Jun-2024
2024-09-20,Expense,Dining,15819,Credit Card,Sep-2024
2024-04-11,Expense,Dining,9778,UPI,Apr-2024
2024-12-30,Expense,Rent,14831,Wallet,Dec-2024
2024-08-14,Expense,Utilities,15875,UPI,Aug-2024
2024-02-02,Expense,Entertainment,19133,Wallet,Feb-2024
2024-08-18,Expense,Groceries,6461,Wallet,Aug-2024
2024-07-26,Investment,Stocks,39364,Bank,Jul-2024
2024-08-22,Income,Salary,75789,Credit Card,Aug-2024
2024-01-08,Expense,Dining,13368,UPI,Jan-2024
2024-02-18,Investment,Stocks,18265,Wallet,Feb-2024
2024-11-05,Expense,Rent,12529,UPI,Nov-2024
2024-04-17,Income,Freelance,45631,UPI,Apr-2024
2024-06-10,Expense,Shopping,13249,Wallet,Jun-2024
2024-07-27,Expense,Transport,2720,Credit Card,Jul-2024
2024-05-16,Expense,Shopping,14564,Bank,May-2024
2024-05-01,Expense,Groceries,19882,Credit Card,May-2024
2024-07-10,Expense,Groceries,1349,Wallet,Jul-2024
2024-05-07,Expense,Transport,5086,Credit Card,May-2024
2024-12-26,Expense,Utilities,5545,Wallet,Dec-2024
2024-03-11,Expense,Dining,3679,UPI,Mar-2024
2024-06-10,Expense,Rent,400,UPI,Jun-2024
2024-10-22,Expense,Transport,16260,Credit Card,Oct-2024
2024-03-23,Income,Freelance,55397,UPI,Mar-2024
2024-01-24,Expense,Groceries,13589,Credit Card,Jan-2024
2024-09-18,Income,Interest,17513,UPI,Sep-2024
2024-03-17,Investment,Stocks,40668,UPI,Mar-2024
2024-08-24,Investment,Gold,9491,Credit Card,Aug-2024
2024-12-05,Income,Interest,39674,Credit Card,Dec-2024
2024-02-18,Investment,FD,39240,Credit Card,Feb-2024
2024-07-20,Investment,FD,42419,UPI,Jul-2024
2024-01-13,Expense,Transport,1943,UPI,Jan-2024
2024-07-31,Investment,Gold,29703,UPI,Jul-2024
2024-08-25,Income,Bonus,28288,Bank,Aug-2024
2024-04-12,Expense,Rent,13386,UPI,Apr-2024
2024-10-20,Expense,Entertainment,15176,Wallet,Oct-2024
2024-01-10,Expense,Transport,10832,Wallet,Jan-2024
2024-05-21,Investment,Gold,4846,Credit Card,May-2024
2024-03-17,Expense,Rent,10472,Wallet,Mar-2024
2024-07-06,Expense,Entertainment,12151,Bank,Jul-2024
2024-08-30,Expense,Shopping,13736,Bank,Aug-2024
2024-06-06,Expense,Groceries,18455,Wallet,Jun-2024
2024-09-05,Expense,Utilities,12090,Bank,Sep-2024
2024-04-07,Income,Bonus,83625,Wallet,Apr-2024
2024-07-28,Income,Freelance,29330,Credit Card,Jul-2024
2024-12-19,Expense,Entertainment,4959,Bank,Dec-2024
2024-12-06,Income,Salary,83443,Credit Card,Dec-2024
2024-01-09,Expense,Shopping,12266,Wallet,Jan-2024
2024-06-22,Expense,Dining,860,Bank,Jun-2024
2024-09-01,Expense,Utilities,1844,UPI,Sep-2024
2024-02-19,Expense,Transport,19879,Wallet,Feb-2024
2024-08-16,Expense,Entertainment,9355,Bank,Aug-2024
2024-10-04,Income,Bonus,41345,UPI,Oct-2024
2024-08-31,Expense,Utilities,17773,Bank,Aug-2024
2024-05-03,Expense,Dining,5173,Wallet,May-2024
2024-10-18,Investment,FD,13438,UPI,Oct-2024
2024-04-20,Expense,Rent,3446,Credit Card,Apr-2024
2024-09-09,Expense,Shopping,13285,UPI,Sep-2024
2024-10-20,Expense,Utilities,18959,Bank,Oct-2024
2024-05-17,Income,Interest,39259,Bank,May-2024
2024-11-17,Expense,Dining,11796,Wallet,Nov-2024
2024-12-18,Expense,Entertainment,19843,UPI,Dec-2024
2024-05-13,Expense,Groceries,14833,Wallet,May-2024
2024-05-14,Investment,Gold,46006,Credit Card,May-2024
2024-07-23,Investment,Mutual Funds,7530,UPI,Jul-2024
2024-04-12,Income,Salary,49902,Bank,Apr-2024
2024-07-04,Investment,Stocks,25667,UPI,Jul-2024
2024-08-02,Investment,Gold,39273,UPI,Aug-2024
2024-12-28,Expense,Utilities,8570,Credit Card,Dec-2024
2024-12-01,Income,Salary,9821,Credit Card,Dec-2024
2024-06-13,Investment,FD,31488,Wallet,Jun-2024
2024-09-02,Income,Salary,13937,Wallet,Sep-2024
2024-02-07,Expense,Utilities,11333,UPI,Feb-2024
2024-10-29,Income,Salary,97750,Wallet,Oct-2024
2024-05-13,Income,Bonus,84305,UPI,May-2024
2024-08-06,Expense,Shopping,16501,UPI,Aug-2024
2024-02-10,Investment,FD,27344,Credit Card,Feb-2024
2024-04-14,Expense,Rent,16103,Credit Card,Apr-2024
2024-06-29,Expense,Groceries,9778,Bank,Jun-2024
2024-01-30,Expense,Shopping,9351,UPI,Jan-2024
2024-08-10,Income,Interest,91541,Bank,Aug-2024
2024-12-14,Expense,Dining,2211,Wallet,Dec-2024
2024-04-02,Investment,Mutual Funds,18356,Credit Card,Apr-2024
2024-12-31,Income,Salary,73894,Wallet,Dec-2024
2024-11-10,Investment,Stocks,49755,UPI,Nov-2024
2024-04-13,Expense,Entertainment,5885,Wallet,Apr-2024
2024-08-03,Expense,Dining,6199,UPI,Aug-2024
2024-05-20,Income,Salary,97199,Bank,May-2024
2024-09-22,Income,Bonus,27268,UPI,Sep-2024
2024-05-28,Expense,Entertainment,7812,UPI,May-2024
2024-03-11,Expense,Dining,3102,UPI,Mar-2024
2024-07-20,Investment,FD,42197,Credit Card,Jul-2024
2024-03-23,Income,Interest,38293,Credit Card,Mar-2024
2024-10-29,Income,Freelance,63509,Wallet,Oct-2024
2024-09-27,Expense,Transport,18337,Bank,Sep-2024
